Make,Model,Year,Engine_HP,Engine_Cylinders,Transmission_Type,Driven_Wheels,Number_of_Doors,Market_Category,Vehicle_Size,Vehicle_Style,highway_MPG,city_mpg,Popularity,MSRP,Fuel_Type,price_category,avg_mpg
Honda,Insight,2013,98.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Compact,Hatchback,44,41,2202,18600,petrol,Low,42.5
Honda,Insight,2014,98.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Compact,Hatchback,44,41,2202,22190,petrol,Medium,42.5
Honda,Insight,2014,98.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Compact,Hatchback,44,41,2202,23915,petrol,Medium,42.5
Honda,Insight,2014,98.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Compact,Hatchback,44,41,2202,18725,petrol,Low,42.5
Honda,Insight,2014,98.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Compact,Hatchback,44,41,2202,20500,petrol,Medium,42.5
Acura,Integra,1999,140.0,4.0,MANUAL,FWD,4.0,Luxury,Compact,Sedan,29,22,204,2827,petrol,Low,25.5
Acura,Integra,1999,140.0,4.0,MANUAL,FWD,4.0,Luxury,Compact,Sedan,29,22,204,3000,petrol,Low,25.5
Acura,Integra,1999,140.0,4.0,MANUAL,FWD,2.0,Luxury,Compact,Hatchback,29,22,204,2912,petrol,Low,25.5
Acura,Integra,1999,170.0,4.0,MANUAL,FWD,4.0,Performance,Compact,Sedan,28,22,204,3381,petrol,Low,25.0
Acura,Integra,1999,170.0,4.0,MANUAL,FWD,2.0,Performance,Compact,Hatchback,28,22,204,3355,petrol,Low,25.0
Acura,Integra,1999,140.0,4.0,MANUAL,FWD,2.0,Luxury,Compact,Hatchback,29,22,204,2799,petrol,Low,25.5
Acura,Integra,2000,140.0,4.0,MANUAL,FWD,2.0,Luxury,Compact,Hatchback,28,22,204,3130,petrol,Low,25.0
Acura,Integra,2000,140.0,4.0,MANUAL,FWD,4.0,Luxury,Compact,Sedan,28,22,204,3012,petrol,Low,25.0
Acura,Integra,2000,170.0,4.0,MANUAL,FWD,4.0,Performance,Compact,Sedan,28,22,204,3622,petrol,Low,25.0
Acura,Integra,2000,170.0,4.0,MANUAL,FWD,2.0,Performance,Compact,Hatchback,28,22,204,3652,petrol,Low,25.0
Acura,Integra,2000,140.0,4.0,MANUAL,FWD,4.0,Luxury,Compact,Sedan,28,22,204,3222,petrol,Low,25.0
Acura,Integra,2000,195.0,4.0,MANUAL,FWD,2.0,Performance,Compact,Hatchback,28,22,204,7398,petrol,Low,25.0
Acura,Integra,2000,140.0,4.0,MANUAL,FWD,2.0,Luxury,Compact,Hatchback,28,22,204,3086,petrol,Low,25.0
Acura,Integra,2001,170.0,4.0,MANUAL,FWD,4.0,Performance,Compact,Sedan,28,22,204,22600,petrol,Medium,25.0
Acura,Integra,2001,140.0,4.0,MANUAL,FWD,2.0,Luxury,Compact,Hatchback,28,22,204,21050,petrol,Medium,25.0
Acura,Integra,2001,140.0,4.0,MANUAL,FWD,2.0,Luxury,Compact,Hatchback,28,22,204,19400,petrol,Low,25.0
Acura,Integra,2001,140.0,4.0,AUTOMATIC,FWD,2.0,Luxury,Compact,Hatchback,28,21,204,20200,petrol,Medium,24.5
Acura,Integra,2001,140.0,4.0,MANUAL,FWD,4.0,Luxury,Compact,Sedan,28,22,204,21600,petrol,Medium,25.0
Acura,Integra,2001,140.0,4.0,AUTOMATIC,FWD,2.0,Luxury,Compact,Hatchback,28,21,204,21850,petrol,Medium,24.5
Acura,Integra,2001,140.0,4.0,AUTOMATIC,FWD,4.0,Luxury,Compact,Sedan,28,21,204,21000,petrol,Medium,24.5
Acura,Integra,2001,140.0,4.0,AUTOMATIC,FWD,4.0,Luxury,Compact,Sedan,28,21,204,22400,petrol,Medium,24.5
Acura,Integra,2001,195.0,4.0,MANUAL,FWD,2.0,Performance,Compact,Hatchback,28,22,204,24450,petrol,Medium,25.0
Acura,Integra,2001,140.0,4.0,MANUAL,FWD,4.0,Luxury,Compact,Sedan,28,22,204,20200,petrol,Medium,25.0
Acura,Integra,2001,170.0,4.0,MANUAL,FWD,2.0,Performance,Compact,Hatchback,28,22,204,22300,petrol,Medium,25.0
Dodge,Intrepid,2002,244.0,6.0,AUTOMATIC,FWD,4.0,Performance,Large,Sedan,24,16,1851,27055,petrol,Medium,20.0
Dodge,Intrepid,2002,200.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Large,Sedan,26,18,1851,20810,petrol,Medium,22.0
Dodge,Intrepid,2002,234.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Large,Sedan,24,16,1851,22970,petrol,Medium,20.0
Dodge,Intrepid,2003,244.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Large,Sedan,25,17,1851,24875,petrol,Medium,21.0
Dodge,Intrepid,2003,200.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Large,Sedan,27,19,1851,21155,petrol,Medium,23.0
Dodge,Intrepid,2004,234.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Large,Sedan,25,17,1851,25415,petrol,Medium,21.0
Dodge,Intrepid,2004,244.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Large,Sedan,25,16,1851,25105,petrol,Medium,20.5
Dodge,Intrepid,2004,200.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Large,Sedan,27,19,1851,21385,petrol,Medium,23.0
Oldsmobile,Intrigue,2000,215.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,26,17,26,2233,petrol,Low,21.5
Oldsmobile,Intrigue,2000,215.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,26,17,26,2484,petrol,Low,21.5
Oldsmobile,Intrigue,2000,215.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,26,17,26,2290,petrol,Low,21.5
Oldsmobile,Intrigue,2001,215.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,26,17,26,22515,petrol,Medium,21.5
Oldsmobile,Intrigue,2001,215.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,26,17,26,26635,petrol,Medium,21.5
Oldsmobile,Intrigue,2001,215.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,26,17,26,24270,petrol,Medium,21.5
Oldsmobile,Intrigue,2002,215.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,27,18,26,28070,petrol,Medium,22.5
Oldsmobile,Intrigue,2002,215.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,27,18,26,24580,petrol,Medium,22.5
Oldsmobile,Intrigue,2002,215.0,6.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,27,18,26,23160,petrol,Medium,22.5
Scion,iQ,2013,94.0,4.0,AUTOMATIC,FWD,2.0,Hatchback,Compact,Hatchback,37,36,105,15495,petrol,Low,36.5
Scion,iQ,2014,94.0,4.0,AUTOMATIC,FWD,2.0,Hatchback,Compact,Hatchback,37,36,105,17850,petrol,Low,36.5
Scion,iQ,2014,94.0,4.0,AUTOMATIC,FWD,2.0,Hatchback,Compact,Hatchback,37,36,105,15665,petrol,Low,36.5
Scion,iQ,2015,94.0,4.0,AUTOMATIC,FWD,2.0,Hatchback,Compact,Hatchback,37,36,105,15665,petrol,Low,36.5
Lexus,IS 200t,2016,241.0,4.0,AUTOMATIC,RWD,4.0,Luxury,Midsize,Sedan,33,22,454,37325,petrol,Medium,27.5
Lexus,IS 200t,2017,241.0,4.0,AUTOMATIC,RWD,4.0,Luxury,Midsize,Sedan,32,22,454,37825,petrol,Medium,27.0
Lexus,IS 250 C,2013,204.0,6.0,AUTOMATIC,RWD,2.0,Luxury,Compact,Convertible,30,21,454,42610,petrol,Medium,25.5
Lexus,IS 250 C,2014,204.0,6.0,AUTOMATIC,RWD,2.0,Luxury,Compact,Convertible,30,21,454,42860,petrol,Medium,25.5
Lexus,IS 250 C,2015,204.0,6.0,AUTOMATIC,RWD,2.0,Luxury,Compact,Convertible,30,21,454,43360,petrol,Medium,25.5
Lexus,IS 250,2013,204.0,6.0,AUTOMATIC,RWD,4.0,Luxury,Midsize,Sedan,30,21,454,35065,petrol,Medium,25.5
Lexus,IS 250,2013,204.0,6.0,AUTOMATIC,AWD,4.0,Luxury,Midsize,Sedan,27,21,454,37525,petrol,Medium,24.0
Lexus,IS 250,2014,204.0,6.0,AUTOMATIC,RWD,4.0,Luxury,Midsize,Sedan,30,21,454,36100,petrol,Medium,25.5
Lexus,IS 250,2014,204.0,6.0,AUTOMATIC,AWD,4.0,Luxury,Midsize,Sedan,27,20,454,38635,petrol,Medium,23.5
Lexus,IS 250,2015,204.0,6.0,AUTOMATIC,RWD,4.0,Luxury,Midsize,Sedan,30,21,454,36550,petrol,Medium,25.5
Lexus,IS 250,2015,204.0,6.0,AUTOMATIC,RWD,4.0,Luxury,Midsize,Sedan,30,21,454,41440,petrol,Medium,25.5
Lexus,IS 250,2015,204.0,6.0,AUTOMATIC,AWD,4.0,Luxury,Midsize,Sedan,27,20,454,39085,petrol,Medium,23.5
Lexus,IS 250,2015,204.0,6.0,AUTOMATIC,AWD,4.0,Luxury,Midsize,Sedan,27,20,454,43690,petrol,Medium,23.5
Lexus,IS 300,2005,215.0,6.0,AUTOMATIC,RWD,4.0,Performance,Compact,Wagon,23,16,454,31105,petrol,Medium,19.5
Lexus,IS 300,2005,215.0,6.0,AUTOMATIC,RWD,4.0,Performance,Compact,Sedan,23,16,454,31105,petrol,Medium,19.5
Lexus,IS 300,2005,215.0,6.0,MANUAL,RWD,4.0,Performance,Compact,Sedan,23,16,454,29735,petrol,Medium,19.5
Lexus,IS 300,2016,255.0,6.0,AUTOMATIC,AWD,4.0,Performance,Midsize,Sedan,26,19,454,39700,petrol,Medium,22.5
Lexus,IS 300,2017,255.0,6.0,AUTOMATIC,AWD,4.0,Performance,Midsize,Sedan,26,19,454,40200,petrol,Medium,22.5
Lexus,IS 350 C,2013,306.0,6.0,AUTOMATIC,RWD,2.0,Performance,Compact,Convertible,27,19,454,46890,petrol,Medium,23.0
Lexus,IS 350 C,2014,306.0,6.0,AUTOMATIC,RWD,2.0,Performance,Compact,Convertible,27,19,454,47140,petrol,Medium,23.0
Lexus,IS 350 C,2015,306.0,6.0,AUTOMATIC,RWD,2.0,Performance,Compact,Convertible,27,19,454,47640,petrol,Medium,23.0
Lexus,IS 350,2014,306.0,6.0,AUTOMATIC,RWD,4.0,High-Performance,Midsize,Sedan,28,19,454,39615,petrol,Medium,23.5
Lexus,IS 350,2014,306.0,6.0,AUTOMATIC,AWD,4.0,Performance,Midsize,Sedan,26,19,454,41850,petrol,Medium,22.5
Lexus,IS 350,2015,306.0,6.0,AUTOMATIC,RWD,4.0,High-Performance,Midsize,Sedan,28,19,454,40065,petrol,Medium,23.5
Lexus,IS 350,2015,306.0,6.0,AUTOMATIC,AWD,4.0,Performance,Midsize,Sedan,26,19,454,42300,petrol,Medium,22.5
Lexus,IS 350,2016,306.0,6.0,AUTOMATIC,AWD,4.0,Performance,Midsize,Sedan,26,19,454,43035,petrol,Medium,22.5
Lexus,IS 350,2016,306.0,6.0,AUTOMATIC,RWD,4.0,High-Performance,Midsize,Sedan,28,19,454,40870,petrol,Medium,23.5
Lexus,IS F,2012,416.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Midsize,Sedan,23,16,454,61300,petrol,High,19.5
Lexus,IS F,2013,416.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Midsize,Sedan,23,16,454,61750,petrol,High,19.5
Lexus,IS F,2014,416.0,8.0,AUTOMATIC,RWD,4.0,High-Performance,Midsize,Sedan,23,16,454,63600,petrol,High,19.5
Infiniti,J30,1995,210.0,6.0,AUTOMATIC,RWD,4.0,Luxury,Midsize,Sedan,22,16,190,2000,petrol,Low,19.0
Infiniti,J30,1996,210.0,6.0,AUTOMATIC,RWD,4.0,Luxury,Midsize,Sedan,22,16,190,2000,petrol,Low,19.0
Infiniti,J30,1997,210.0,6.0,AUTOMATIC,RWD,4.0,Luxury,Midsize,Sedan,22,16,190,2081,petrol,Low,19.0
Infiniti,J30,1997,210.0,6.0,AUTOMATIC,RWD,4.0,Luxury,Midsize,Sedan,22,16,190,2032,petrol,Low,19.0
Infiniti,J30,1997,210.0,6.0,AUTOMATIC,RWD,4.0,Luxury,Midsize,Sedan,22,16,190,2000,petrol,Low,19.0
Volkswagen,Jetta GLI,2013,210.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,32,24,873,25270,petrol,Medium,28.0
Volkswagen,Jetta GLI,2013,200.0,4.0,MANUAL,FWD,4.0,Performance,Midsize,Sedan,33,22,873,26195,petrol,Medium,27.5
Volkswagen,Jetta GLI,2013,210.0,4.0,MANUAL,FWD,4.0,Performance,Midsize,Sedan,33,22,873,24170,petrol,Medium,27.5
Volkswagen,Jetta GLI,2013,210.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,32,24,873,29525,petrol,Medium,28.0
Volkswagen,Jetta GLI,2013,200.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,32,24,873,27295,petrol,Medium,28.0
Volkswagen,Jetta GLI,2013,200.0,4.0,MANUAL,FWD,4.0,Performance,Midsize,Sedan,33,22,873,28200,petrol,Medium,27.5
Volkswagen,Jetta GLI,2013,210.0,4.0,MANUAL,FWD,4.0,Performance,Midsize,Sedan,33,22,873,26420,petrol,Medium,27.5
Volkswagen,Jetta GLI,2013,210.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,32,24,873,27520,petrol,Medium,28.0
Volkswagen,Jetta GLI,2013,200.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,32,24,873,29300,petrol,Medium,28.0
Volkswagen,Jetta GLI,2013,200.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,32,24,873,25045,petrol,Medium,28.0
Volkswagen,Jetta GLI,2013,210.0,4.0,MANUAL,FWD,4.0,Performance,Midsize,Sedan,33,22,873,28425,petrol,Medium,27.5
Volkswagen,Jetta GLI,2013,200.0,4.0,MANUAL,FWD,4.0,Performance,Midsize,Sedan,33,22,873,23945,petrol,Medium,27.5
Volkswagen,Jetta GLI,2014,210.0,4.0,MANUAL,FWD,4.0,Performance,Midsize,Sedan,33,23,873,24535,petrol,Medium,28.0
Volkswagen,Jetta GLI,2014,210.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,32,24,873,30875,petrol,Medium,28.0
Volkswagen,Jetta GLI,2014,210.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,32,24,873,28555,petrol,Medium,28.0
Volkswagen,Jetta GLI,2014,210.0,4.0,MANUAL,FWD,4.0,Performance,Midsize,Sedan,33,23,873,29775,petrol,Medium,28.0
Volkswagen,Jetta GLI,2014,210.0,4.0,MANUAL,FWD,4.0,Performance,Midsize,Sedan,33,23,873,28855,petrol,Medium,28.0
Volkswagen,Jetta GLI,2014,210.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,32,24,873,27925,petrol,Medium,28.0
Volkswagen,Jetta GLI,2014,210.0,4.0,MANUAL,FWD,4.0,Performance,Midsize,Sedan,33,23,873,27455,petrol,Medium,28.0
Volkswagen,Jetta GLI,2014,210.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,32,24,873,25635,petrol,Medium,28.0
Volkswagen,Jetta GLI,2014,210.0,4.0,MANUAL,FWD,4.0,Performance,Midsize,Sedan,33,23,873,26825,petrol,Medium,28.0
Volkswagen,Jetta GLI,2014,210.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,32,24,873,29955,petrol,Medium,28.0
Volkswagen,Jetta Hybrid,2013,170.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Midsize,Sedan,48,42,873,26990,petrol,Medium,45.0
Volkswagen,Jetta Hybrid,2013,170.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Midsize,Sedan,48,42,873,24995,petrol,Medium,45.0
Volkswagen,Jetta Hybrid,2013,170.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Midsize,Sedan,48,42,873,29325,petrol,Medium,45.0
Volkswagen,Jetta Hybrid,2013,170.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Midsize,Sedan,48,42,873,31180,petrol,Medium,45.0
Volkswagen,Jetta Hybrid,2014,170.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Midsize,Sedan,48,42,873,31895,petrol,Medium,45.0
Volkswagen,Jetta Hybrid,2014,170.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Midsize,Sedan,48,42,873,25560,petrol,Medium,45.0
Volkswagen,Jetta Hybrid,2014,170.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Midsize,Sedan,48,42,873,27645,petrol,Medium,45.0
Volkswagen,Jetta Hybrid,2014,170.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Midsize,Sedan,48,42,873,30245,petrol,Medium,45.0
Volkswagen,Jetta SportWagen,2012,170.0,5.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Wagon,31,24,873,24210,petrol,Medium,27.5
Volkswagen,Jetta SportWagen,2012,170.0,5.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Wagon,31,24,873,21295,petrol,Medium,27.5
Volkswagen,Jetta SportWagen,2012,140.0,4.0,MANUAL,FWD,4.0,Diesel,Compact,Wagon,42,30,873,28120,diesel,Medium,36.0
Volkswagen,Jetta SportWagen,2012,170.0,5.0,MANUAL,FWD,4.0,Crossover,Compact,Wagon,33,23,873,20195,petrol,Medium,28.0
Volkswagen,Jetta SportWagen,2012,140.0,4.0,AUTOMATIC,FWD,4.0,Diesel,Compact,Wagon,39,29,873,28390,diesel,Medium,34.0
Volkswagen,Jetta SportWagen,2012,140.0,4.0,AUTOMATIC,FWD,4.0,Diesel,Compact,Wagon,39,29,873,29220,diesel,Medium,34.0
Volkswagen,Jetta SportWagen,2012,170.0,5.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Wagon,31,24,873,25960,petrol,Medium,27.5
Volkswagen,Jetta SportWagen,2012,140.0,4.0,AUTOMATIC,FWD,4.0,Diesel,Compact,Wagon,39,29,873,26640,diesel,Medium,34.0
Volkswagen,Jetta SportWagen,2012,140.0,4.0,MANUAL,FWD,4.0,Diesel,Compact,Wagon,42,30,873,25540,diesel,Medium,36.0
Volkswagen,Jetta SportWagen,2012,140.0,4.0,MANUAL,FWD,4.0,Diesel,Compact,Wagon,42,30,873,27290,diesel,Medium,36.0
Volkswagen,Jetta SportWagen,2013,170.0,5.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Wagon,31,24,873,21695,petrol,Medium,27.5
Volkswagen,Jetta SportWagen,2013,140.0,4.0,AUTOMATIC,FWD,4.0,Diesel,Compact,Wagon,39,29,873,29495,diesel,Medium,34.0
Volkswagen,Jetta SportWagen,2013,170.0,5.0,MANUAL,FWD,4.0,Crossover,Compact,Wagon,33,23,873,20595,petrol,Medium,28.0
Volkswagen,Jetta SportWagen,2013,140.0,4.0,MANUAL,FWD,4.0,Diesel,Compact,Wagon,42,30,873,28395,diesel,Medium,36.0
Volkswagen,Jetta SportWagen,2013,140.0,4.0,AUTOMATIC,FWD,4.0,Diesel,Compact,Wagon,39,29,873,26895,diesel,Medium,34.0
Volkswagen,Jetta SportWagen,2013,140.0,4.0,AUTOMATIC,FWD,4.0,Diesel,Compact,Wagon,39,29,873,28695,diesel,Medium,34.0
Volkswagen,Jetta SportWagen,2013,170.0,5.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Wagon,31,24,873,24395,petrol,Medium,27.5
Volkswagen,Jetta SportWagen,2013,170.0,5.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Wagon,31,24,873,26195,petrol,Medium,27.5
Volkswagen,Jetta SportWagen,2013,140.0,4.0,MANUAL,FWD,4.0,Diesel,Compact,Wagon,42,30,873,27595,diesel,Medium,36.0
Volkswagen,Jetta SportWagen,2013,140.0,4.0,MANUAL,FWD,4.0,Diesel,Compact,Wagon,42,30,873,25795,diesel,Medium,36.0
Volkswagen,Jetta SportWagen,2014,170.0,5.0,MANUAL,FWD,4.0,Crossover,Compact,Wagon,33,23,873,20995,petrol,Medium,28.0
Volkswagen,Jetta SportWagen,2014,140.0,4.0,AUTOMATIC,FWD,4.0,Diesel,Compact,Wagon,39,29,873,27665,diesel,Medium,34.0
Volkswagen,Jetta SportWagen,2014,140.0,4.0,AUTOMATIC,FWD,4.0,Diesel,Compact,Wagon,39,29,873,30265,diesel,Medium,34.0
Volkswagen,Jetta SportWagen,2014,140.0,4.0,MANUAL,FWD,4.0,Diesel,Compact,Wagon,42,30,873,29165,diesel,Medium,36.0
Volkswagen,Jetta SportWagen,2014,170.0,5.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Wagon,30,23,873,26685,petrol,Medium,26.5
Volkswagen,Jetta SportWagen,2014,170.0,5.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Wagon,30,23,873,24885,petrol,Medium,26.5
Volkswagen,Jetta SportWagen,2014,170.0,5.0,AUTOMATIC,FWD,4.0,Crossover,Compact,Wagon,30,23,873,22095,petrol,Medium,26.5
Volkswagen,Jetta SportWagen,2014,140.0,4.0,MANUAL,FWD,4.0,Diesel,Compact,Wagon,42,30,873,26565,diesel,Medium,36.0
Volkswagen,Jetta SportWagen,2014,140.0,4.0,AUTOMATIC,FWD,4.0,Diesel,Compact,Wagon,39,29,873,29465,diesel,Medium,34.0
Volkswagen,Jetta SportWagen,2014,140.0,4.0,MANUAL,FWD,4.0,Diesel,Compact,Wagon,42,30,873,28365,diesel,Medium,36.0
Volkswagen,Jetta,2015,170.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,37,25,873,22325,petrol,Medium,31.0
Volkswagen,Jetta,2015,210.0,4.0,MANUAL,FWD,4.0,Performance,Midsize,Sedan,33,23,873,29280,petrol,Medium,28.0
Volkswagen,Jetta,2015,170.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,37,25,873,23650,petrol,Medium,31.0
Volkswagen,Jetta,2015,170.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,37,25,873,25380,petrol,Medium,31.0
Volkswagen,Jetta,2015,150.0,4.0,AUTOMATIC,FWD,4.0,Diesel,Midsize,Sedan,45,31,873,25175,diesel,Medium,38.0
Volkswagen,Jetta,2015,210.0,4.0,MANUAL,FWD,4.0,Performance,Midsize,Sedan,33,23,873,26920,petrol,Medium,28.0
Volkswagen,Jetta,2015,170.0,4.0,MANUAL,FWD,4.0,Crossover,Midsize,Sedan,37,25,873,20895,petrol,Medium,31.0
Volkswagen,Jetta,2015,150.0,4.0,MANUAL,FWD,4.0,Diesel,Midsize,Sedan,46,31,873,21640,diesel,Medium,38.5
Volkswagen,Jetta,2015,210.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,32,24,873,28020,petrol,Medium,28.0
Volkswagen,Jetta,2015,150.0,4.0,AUTOMATIC,FWD,4.0,Diesel,Midsize,Sedan,45,31,873,22740,diesel,Medium,38.0
Volkswagen,Jetta,2015,210.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,32,24,873,30380,petrol,Medium,28.0
Volkswagen,Jetta,2015,150.0,4.0,MANUAL,FWD,4.0,Diesel,Midsize,Sedan,46,31,873,24075,diesel,Medium,38.5
Volkswagen,Jetta,2015,115.0,4.0,MANUAL,FWD,4.0,Crossover,Midsize,Sedan,34,25,873,16215,petrol,Low,29.5
Volkswagen,Jetta,2015,115.0,4.0,MANUAL,FWD,4.0,Crossover,Midsize,Sedan,34,25,873,17325,petrol,Low,29.5
Volkswagen,Jetta,2015,170.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,37,25,873,20095,petrol,Medium,31.0
Volkswagen,Jetta,2015,170.0,4.0,MANUAL,FWD,4.0,Crossover,Midsize,Sedan,37,25,873,18995,petrol,Low,31.0
Volkswagen,Jetta,2015,150.0,4.0,MANUAL,FWD,4.0,Diesel,Midsize,Sedan,46,31,873,26410,diesel,Medium,38.5
Volkswagen,Jetta,2015,170.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Midsize,Sedan,48,42,873,31670,petrol,Medium,45.0
Volkswagen,Jetta,2015,115.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,34,23,873,18425,petrol,Low,28.5
Volkswagen,Jetta,2015,150.0,4.0,AUTOMATIC,FWD,4.0,Diesel,Midsize,Sedan,45,31,873,27510,diesel,Medium,38.0
Volkswagen,Jetta,2015,115.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,34,23,873,19420,petrol,Low,28.5
Volkswagen,Jetta,2015,115.0,4.0,MANUAL,FWD,4.0,Crossover,Midsize,Sedan,34,25,873,18320,petrol,Low,29.5
Volkswagen,Jetta,2015,170.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,37,25,873,21995,petrol,Medium,31.0
Volkswagen,Jetta,2016,150.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,39,28,873,22325,petrol,Medium,33.5
Volkswagen,Jetta,2016,170.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,36,25,873,23650,petrol,Medium,30.5
Volkswagen,Jetta,2016,210.0,4.0,MANUAL,FWD,4.0,Performance,Midsize,Sedan,33,23,873,29280,petrol,Medium,28.0
Volkswagen,Jetta,2016,150.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,39,28,873,19775,petrol,Low,33.5
Volkswagen,Jetta,2016,170.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,36,25,873,25380,petrol,Medium,30.5
Volkswagen,Jetta,2016,210.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,33,24,873,28020,petrol,Medium,28.5
Volkswagen,Jetta,2016,210.0,4.0,MANUAL,FWD,4.0,Performance,Midsize,Sedan,33,23,873,26920,petrol,Medium,28.0
Volkswagen,Jetta,2016,150.0,4.0,MANUAL,FWD,4.0,Crossover,Midsize,Sedan,39,28,873,18675,petrol,Low,33.5
Volkswagen,Jetta,2016,170.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,36,25,873,21995,petrol,Medium,30.5
Volkswagen,Jetta,2016,150.0,4.0,MANUAL,FWD,4.0,Crossover,Midsize,Sedan,39,28,873,18995,petrol,Low,33.5
Volkswagen,Jetta,2016,150.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,39,28,873,20095,petrol,Medium,33.5
Volkswagen,Jetta,2016,170.0,4.0,MANUAL,FWD,4.0,Crossover,Midsize,Sedan,37,25,873,20895,petrol,Medium,31.0
Volkswagen,Jetta,2016,170.0,4.0,AUTOMATIC,FWD,4.0,Hybrid,Midsize,Sedan,48,42,873,31120,petrol,Medium,45.0
Volkswagen,Jetta,2016,150.0,4.0,MANUAL,FWD,4.0,Crossover,Midsize,Sedan,39,28,873,17680,petrol,Low,33.5
Volkswagen,Jetta,2016,150.0,4.0,AUTOMATIC,FWD,4.0,Crossover,Midsize,Sedan,39,28,873,18780,petrol,Low,33.5
Volkswagen,Jetta,2016,210.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,33,24,873,30380,petrol,Medium,28.5
Volkswagen,Jetta,2017,210.0,4.0,AUTOMATIC,FWD,4.0,Performance,Midsize,Sedan,33,24,873,28995,petrol,Medium,28.5
